Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
NAV3	ENST00000228327.6	neuron navigator 3 	277	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0221	0.1568	0.9137	-0.21	-0.21	0.38	2005, 2007, 2009, 2011
BMP2K	ENST00000335016.5	BMP2 inducible kinase 	164	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	0.0335	0.2294	1.1263	-0.21	-0.21	0.94	NULL
HBEGF	ENST00000230990.6	heparin-binding EGF-like growth factor 	28	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0105	0.0727	0.3771	-0.21	-0.21	0.63	2007, 2009, 2011
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	1	0	1	1	0	0	0	hsa-miR-128-3p	0.0194	0.1367	0.7639	-0.21	-0.22	0.81	2005, 2007, 2009, 2011
PCM1	ENST00000524226.1	pericentriolar material 1 	220	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0134	0.0921	0.4508	-0.21	-0.24	0.29	2009, 2011
C10orf137	ENST00000337623.3	chromosome 10 open reading frame 137 	157	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0119	0.0844	0.4824	-0.21	-0.21	0.71	2007, 2009, 2011
PXN	ENST00000458477.2	paxillin 	484	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0152	0.1102	0.7144	-0.21	-0.21	0.68	2009, 2011
UST	ENST00000367463.4	uronyl-2-sulfotransferase 	933	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0126	0.0890	0.5083	-0.21	-0.22	0.52	2009, 2011
COLQ	ENST00000383785.2	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase 	8	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0182	0.1301	0.7910	-0.21	-0.21	0.32	NULL
CCDC88C	ENST00000389857.6	coiled-coil domain containing 88C 	42	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0113	0.0810	0.4909	-0.20	-0.20	0.52	2009, 2011
DVL2	ENST00000005340.5	dishevelled segment polarity protein 2 	864	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0170	0.1153	0.5358	-0.20	-0.20	0.47	2005, 2007, 2009, 2011
DTX4	ENST00000227451.3	deltex homolog 4 (Drosophila) 	5	3	1	2	0	0	0	0	0	1	hsa-miR-128-3p	0.0562	0.3575	1.4845	-0.20	-0.20	0.94	2009, 2011
HOXB8	ENST00000239144.4	homeobox B8 	9	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0127	0.0876	0.4368	-0.20	-0.20	0.71	2007, 2009, 2011
ID3	ENST00000374561.5	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein 	1295	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0064	0.0454	0.2597	-0.20	-0.20	0.60	NULL
NR2F6	ENST00000291442.3	nuclear receptor subfamily 2, group F, member 6 	814	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0091	0.0633	0.3333	-0.20	-0.22	0.74	2007, 2011
ERC2	ENST00000288221.6	ELKS/RAB6-interacting/CAST family member 2 	11	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0374	0.2294	0.7962	-0.20	-0.20	0.77	2007, 2009, 2011
SLC6A6	ENST00000454876.2	solute carrier family 6 (neurotransmitter transporter), member 6 	280	1	0	0	1	2	1	1	0	1	hsa-miR-128-3p	0.0293	0.2060	1.1443	-0.20	-0.22	0.78	2007, 2009, 2011
CCNG1	ENST00000340828.2	cyclin G1 	1547	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0146	0.1044	0.6273	-0.20	-0.33	0.76	2007, 2009, 2011
MED14	ENST00000324817.1	mediator complex subunit 14 	1038	1	0	0	1	2	0	2	0	3	hsa-miR-128-3p	0.0170	0.1214	0.7353	-0.20	-0.27	0.78	2005, 2007, 2009, 2011
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0187	0.1319	0.7411	-0.20	-0.20	0.75	2007, 2009, 2011
HGF	ENST00000222390.5	hepatocyte growth factor (hepapoietin A; scatter factor) 	18	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0327	0.2200	1.0610	-0.20	-0.20	0.62	NULL
THAP1	ENST00000345117.2	THAP domain containing, apoptosis associated protein 1 	196	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	0.0067	0.0476	0.2827	-0.20	-0.49	0.60	NULL
SMARCA2	ENST00000349721.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 	158	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0162	0.1098	0.5111	-0.20	-0.20	0.35	2005, 2007, 2009, 2011
IGSF3	ENST00000369486.3	immunoglobulin superfamily, member 3 	141	1	0	1	0	2	0	0	2	2	hsa-miR-128-3p	0.0178	0.1259	0.7381	-0.20	-0.33	0.64	2005, 2007, 2009, 2011
CYB561D1	ENST00000496961.1	cytochrome b561 family, member D1 	105	2	0	2	0	2	0	2	0	0	hsa-miR-128-3p	0.0154	0.1108	0.6920	-0.20	-0.21	0.20	2011
NEUROD4	ENST00000242994.3	neuronal differentiation 4 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0247	0.1660	0.7778	-0.20	-0.20	0.29	2009, 2011
SAMD9L	ENST00000318238.4	sterile alpha motif domain containing 9-like 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0183	0.1253	0.6154	-0.20	-0.20	< 0.1	2011
ARF3	ENST00000256682.4	ADP-ribosylation factor 3 	1093	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	0.0121	0.0854	0.4698	-0.20	-0.26	0.88	2009, 2011
C15orf27	ENST00000388942.3	chromosome 15 open reading frame 27 	17	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0180	0.1207	0.5412	-0.20	-0.20	0.57	2005, 2007, 2009, 2011
RPGRIP1L	ENST00000262135.4	RPGRIP1-like 	55	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0152	0.1040	0.4981	-0.20	-0.26	0.64	2007, 2009, 2011
H2AFY	ENST00000511689.1	H2A histone family, member Y 	2126	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0052	0.0377	0.2361	-0.20	-0.20	0.27	NULL
LASP1	ENST00000318008.6	LIM and SH3 protein 1 	552	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0269	0.1714	0.6460	-0.20	-0.20	0.68	2009, 2011
GPR125	ENST00000334304.5	G protein-coupled receptor 125 	1042	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0097	0.0697	0.4407	-0.20	-0.22	0.72	NULL
NIPAL4	ENST00000311946.7	NIPA-like domain containing 4 	17	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0265	0.1776	0.8226	-0.20	-0.20	0.68	2009, 2011
GRB2	ENST00000392563.1	growth factor receptor-bound protein 2 	2660	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0118	0.0821	0.4273	-0.20	-0.21	0.65	2007, 2009, 2011
GNB5	ENST00000261837.7	guanine nucleotide binding protein (G protein), beta 5 	513	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0077	0.0544	0.3054	-0.20	-0.27	< 0.1	2011
CCDC28B	ENST00000421922.2	coiled-coil domain containing 28B 	106	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0055	0.0392	0.2316	-0.20	-0.20	0.58	2009, 2011
DDX6	ENST00000264018.4	DEAD (Asp-Glu-Ala-Asp) box helicase 6 	11	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0107	0.0772	0.4827	-0.20	-0.20	0.42	2007, 2009, 2011
CCNT2	ENST00000295238.6	cyclin T2 	381	1	1	0	0	3	0	1	2	2	hsa-miR-128-3p	0.0209	0.1485	0.8559	-0.20	-0.35	0.21	2011
DDHD1	ENST00000323669.5	DDHD domain containing 1 	103	1	0	1	0	3	0	2	1	3	hsa-miR-128-3p	0.0157	0.1092	0.5720	-0.20	-0.26	0.89	2011
FOXB1	ENST00000396057.4	forkhead box B1 	31	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0069	0.0482	0.2605	-0.19	-0.23	0.21	NULL
LMNB1	ENST00000261366.5	lamin B1 	369	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0118	0.0831	0.4623	-0.19	-0.21	0.17	NULL
AMER2	ENST00000357816.2	APC membrane recruitment protein 2 	7	2	1	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0243	0.1699	0.9338	-0.19	-0.21	0.39	2007, 2011
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	3	0	0	3	0	0	0	0	0	hsa-miR-128-3p	0.0318	0.2179	1.0958	-0.19	-0.20	0.98	NULL
GOLGA8A	ENST00000360553.3	golgin A8 family, member A 	2264	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0310	0.2079	0.9518	-0.19	-0.19	0.42	NULL
CNOT7	ENST00000361272.4	CCR4-NOT transcription complex, subunit 7 	415	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0146	0.0994	0.4705	-0.19	-0.20	0.74	2007
WNT3A	ENST00000284523.1	wingless-type MMTV integration site family, member 3A 	7	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0497	0.2843	0.8253	-0.19	-0.19	0.88	2005, 2007, 2009, 2011
C19orf40	ENST00000588258.1	chromosome 19 open reading frame 40 	129	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0086	0.0610	0.3421	-0.19	-0.21	0.28	NULL
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0335	0.2100	0.7823	-0.19	-0.23	0.89	2007, 2009, 2011
RPN1	ENST00000296255.3	ribophorin I 	9235	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0037	0.0267	0.1789	-0.19	-0.20	0.52	2007, 2009, 2011
SHOC2	ENST00000369452.4	soc-2 suppressor of clear homolog (C. elegans) 	437	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0143	0.0985	0.4963	-0.19	-0.20	0.86	2011
RGPD6	ENST00000329516.3	RANBP2-like and GRIP domain containing 6 	5	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0201	0.1416	0.7950	-0.19	-0.19	0.78	2007
TGOLN2	ENST00000377386.3	trans-golgi network protein 2 	1914	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0137	0.0974	0.5827	-0.19	-0.20	0.53	2009, 2011
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	2	1	1	0	1	1	0	0	1	hsa-miR-128-3p	0.0198	0.1318	0.5760	-0.19	-0.31	0.86	NULL
NCS1	ENST00000372398.3	neuronal calcium sensor 1 	1083	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0141	0.0966	0.4877	-0.19	-0.25	0.71	2009, 2011
DROSHA	ENST00000511367.2	drosha, ribonuclease type III 	3272	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0083	0.0605	0.3932	-0.19	-0.20	0.67	2009, 2011
STOX2	ENST00000308497.4	storkhead box 2 	379	1	1	0	0	1	0	1	0	3	hsa-miR-128-3p	0.0447	0.2938	1.3677	-0.19	-0.19	0.83	NULL
UBE2V1	ENST00000371657.5	ubiquitin-conjugating enzyme E2 variant 1 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0150	0.1016	0.4761	-0.19	-0.19	0.66	2011
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0287	0.1819	0.7167	-0.19	-0.27	0.93	2005, 2007, 2009, 2011
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	0.0133	0.0947	0.5606	-0.19	-0.20	0.66	2009, 2011
HSPD1	ENST00000388968.3	heat shock 60kDa protein 1 (chaperonin) 	42	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0060	0.0429	0.2527	-0.19	-0.19	0.78	NULL
SASH1	ENST00000367467.3	SAM and SH3 domain containing 1 	79	1	0	1	0	1	1	0	0	1	hsa-miR-128-3p	0.0232	0.1609	0.8240	-0.19	-0.19	0.33	2005, 2007, 2009, 2011
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	2	1	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0178	0.1256	0.7110	-0.19	-0.28	0.73	2009, 2011
DCUN1D1	ENST00000292782.4	DCN1, defective in cullin neddylation 1, domain containing 1 	267	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	0.0227	0.1536	0.7389	-0.19	-0.19	0.72	2007
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0279	0.1833	0.8080	-0.19	-0.25	0.80	2005, 2007, 2011
BRSK1	ENST00000590333.1	BR serine/threonine kinase 1 	117	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0181	0.1201	0.5147	-0.18	-0.18	0.66	2007, 2011
CNN3	ENST00000370206.4	calponin 3, acidic 	4490	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0116	0.0799	0.4022	-0.18	-0.18	0.63	2009, 2011
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	1	0	1	0	2	0	0	2	0	hsa-miR-128-3p	0.0171	0.1226	0.7580	-0.18	-0.20	0.61	2005, 2007, 2011
ITSN2	ENST00000361999.3	intersectin 2 	63	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0160	0.1096	0.5387	-0.18	-0.18	0.55	2007, 2009, 2011
NETO1	ENST00000327305.6	neuropilin (NRP) and tolloid (TLL)-like 1 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0096	0.0691	0.4460	-0.18	-0.18	0.77	2011
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	1	0	0	1	0	0	0	0	4	hsa-miR-128-3p	0.0345	0.2436	1.4052	-0.18	-0.23	0.70	2011
RSPO3	ENST00000356698.4	R-spondin 3 	118	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0076	0.0547	0.3335	-0.18	-0.33	0.60	NULL
ZHX1	ENST00000395571.3	zinc fingers and homeoboxes 1 	88	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0183	0.1226	0.5501	-0.18	-0.18	0.59	2007, 2009, 2011
MTA3	ENST00000405592.1	metastasis associated 1 family, member 3 	194	1	1	0	0	2	0	2	0	2	hsa-miR-128-3p	0.0412	0.2695	1.2021	-0.18	-0.19	0.74	NULL
PLCL2	ENST00000418129.2	phospholipase C-like 2 	122	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0100	0.0710	0.4155	-0.18	-0.20	0.53	2011
EIF5	ENST00000216554.3	eukaryotic translation initiation factor 5 	970	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0148	0.1015	0.4910	-0.18	-0.22	0.77	2009, 2011
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0152	0.1061	0.5636	-0.18	-0.23	0.34	2005, 2007, 2009, 2011
ZNF608	ENST00000504926.1	zinc finger protein 608 	22	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0147	0.1051	0.6500	-0.18	-0.18	0.53	2011
KCNA1	ENST00000382545.3	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	5	1	1	0	0	2	0	1	1	2	hsa-miR-128-3p	0.0257	0.1825	1.0680	-0.18	-0.18	< 0.1	2007, 2009, 2011
SLC10A7	ENST00000264986.3	solute carrier family 10, member 7 	77	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0135	0.0964	0.5747	-0.18	-0.21	0.65	2009, 2011
BCL3	ENST00000164227.5	B-cell CLL/lymphoma 3 	2099	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0061	0.0434	0.2546	-0.18	-0.18	0.56	2005, 2007, 2009, 2011
NFX1	ENST00000379540.3	nuclear transcription factor, X-box binding 1 	215	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0409	0.2322	0.7240	-0.18	-0.28	0.52	2009, 2011
PELI3	ENST00000320740.7	pellino E3 ubiquitin protein ligase family member 3 	257	2	0	2	0	0	0	0	0	3	hsa-miR-128-3p	0.0194	0.1346	0.7112	-0.18	-0.18	0.80	2007, 2009, 2011
PTGER3	ENST00000370924.4	prostaglandin E receptor 3 (subtype EP3) 	14	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0289	0.1950	0.9506	-0.18	-0.18	0.71	2009, 2011
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0206	0.1385	0.6296	-0.18	-0.18	0.57	2005, 2007, 2009, 2011
PTPRB	ENST00000334414.6	protein tyrosine phosphatase, receptor type, B 	42	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0161	0.1133	0.6306	-0.18	-0.18	0.47	2009, 2011
SYNDIG1	ENST00000376862.3	synapse differentiation inducing 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0084	0.0591	0.3296	-0.18	-0.18	0.29	2005, 2007, 2009, 2011
INSM1	ENST00000310227.1	insulinoma-associated 1 	20	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0121	0.0835	0.4170	-0.18	-0.20	0.49	2005, 2007, 2009, 2011
NT5C1A	ENST00000235628.1	5'-nucleotidase, cytosolic IA 	4	2	1	0	1	2	0	1	1	1	hsa-miR-128-3p	0.0627	0.4069	1.7769	-0.18	-0.18	0.82	NULL
GLRA2	ENST00000218075.4	glycine receptor, alpha 2 	5	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0121	0.0855	0.4868	-0.18	-0.18	0.58	2005, 2007
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	1	0	1	0	2	1	0	1	2	hsa-miR-128-3p	0.0267	0.1872	1.0370	-0.18	-0.18	0.32	2009, 2011
SYT2	ENST00000367267.1	synaptotagmin II 	5	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0487	0.2909	0.9949	-0.18	-0.18	0.86	2011
HECTD1	ENST00000553700.1	HECT domain containing E3 ubiquitin protein ligase 1 	34	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0157	0.1087	0.5655	-0.18	-0.18	0.80	2005, 2007, 2011
EFNA2	ENST00000215368.2	ephrin-A2 	83	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0096	0.0677	0.3869	-0.18	-0.18	0.73	2011
RNPEPL1	ENST00000270357.4	arginyl aminopeptidase (aminopeptidase B)-like 1 	239	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0108	0.0762	0.4214	-0.18	-0.18	0.60	2011
LHX1	ENST00000254457.5	LIM homeobox 1 	15	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0122	0.0857	0.4740	-0.18	-0.18	0.51	2011
KDM3A	ENST00000409556.1	lysine (K)-specific demethylase 3A 	2300	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0094	0.0661	0.3726	-0.18	-0.20	0.79	2005, 2007
SLC16A10	ENST00000368850.3	solute carrier family 16 (aromatic amino acid transporter), member 10 	233	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0102	0.0720	0.3959	-0.18	-0.29	0.74	NULL
CHRM2	ENST00000445907.2	cholinergic receptor, muscarinic 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0194	0.1390	0.8415	-0.18	-0.18	0.12	NULL
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0174	0.1193	0.5960	-0.18	-0.19	0.52	NULL
GXYLT1	ENST00000398675.3	glucoside xylosyltransferase 1 	126	1	0	0	1	3	0	0	3	1	hsa-miR-128-3p	0.0210	0.1514	0.9476	-0.18	-0.25	0.77	2009, 2011
NPTXR	ENST00000333039.2	neuronal pentraxin receptor 	578	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0220	0.1456	0.6344	-0.18	-0.18	0.88	2009, 2011
NPAT	ENST00000278612.8	nuclear protein, ataxia-telangiectasia locus 	163	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0131	0.0921	0.5182	-0.18	-0.19	0.16	NULL
MBLAC2	ENST00000316610.6	metallo-beta-lactamase domain containing 2 	498	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0098	0.0697	0.4202	-0.18	-0.22	0.27	NULL
PDK1	ENST00000282077.3	pyruvate dehydrogenase kinase, isozyme 1 	637	1	1	0	0	2	0	0	2	3	hsa-miR-128-3p	0.0122	0.0862	0.4868	-0.18	-0.25	0.38	2009, 2011
SPTBN1	ENST00000356805.4	spectrin, beta, non-erythrocytic 1 	959	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0174	0.1183	0.5716	-0.18	-0.20	0.74	2009, 2011
BCL2L13	ENST00000418951.2	BCL2-like 13 (apoptosis facilitator) 	741	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0059	0.0432	0.2933	-0.17	-0.17	< 0.1	NULL
TLX1	ENST00000467928.2	T-cell leukemia homeobox 1 	47	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0549	0.3262	-0.17	-0.20	< 0.1	2009, 2011
HAPLN1	ENST00000274341.4	hyaluronan and proteoglycan link protein 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0122	0.0844	0.4365	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
SMIM14	ENST00000295958.5	small integral membrane protein 14 	601	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0072	0.0520	0.3288	-0.17	-0.17	0.53	NULL
FOXO4	ENST00000374259.3	forkhead box O4 	48	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0070	0.0496	0.2785	-0.17	-0.17	0.45	2005, 2007, 2009, 2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0100	0.0704	0.3910	-0.17	-0.17	0.74	2007, 2009, 2011
CAPZA1	ENST00000263168.3	capping protein (actin filament) muscle Z-line, alpha 1 	1159	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0107	0.0763	0.4537	-0.17	-0.17	0.63	2005, 2007
GREB1L	ENST00000580732.2	growth regulation by estrogen in breast cancer-like 	30	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0249	0.1744	0.9707	-0.17	-0.17	0.38	NULL
SET	ENST00000372692.4	SET nuclear oncogene 	763	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0110	0.0786	0.4816	-0.17	-0.17	0.17	2005, 2007, 2011
MARCKS	ENST00000368635.4	myristoylated alanine-rich protein kinase C substrate 	188	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0092	0.0664	0.4270	-0.17	-0.24	0.78	2011
SMAD5	ENST00000545279.1	SMAD family member 5 	225	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0111	0.0789	0.4643	-0.17	-0.18	0.77	2009, 2011
RAPGEF2	ENST00000264431.4	Rap guanine nucleotide exchange factor (GEF) 2 	484	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0223	0.1570	0.8883	-0.17	-0.17	0.68	2009, 2011
NCAN	ENST00000252575.6	neurocan 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0225	0.1583	0.8906	-0.17	-0.17	0.58	2007, 2009, 2011
GOLGA6D	ENST00000434739.3	golgin A6 family, member D 	0	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	0.0282	0.1931	0.9784	-0.17	-0.17	0.46	NULL
ATXN10	ENST00000252934.5	ataxin 10 	4734	1	1	0	0	1	0	0	1	2	hsa-miR-128-3p	0.0097	0.0664	0.3768	-0.17	-0.53	0.88	2005, 2007, 2009, 2011
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	1	1	0	0	3	0	2	1	0	hsa-miR-128-3p	0.0295	0.1923	0.8905	-0.17	-0.30	0.59	NULL
PANK1	ENST00000322191.6	pantothenate kinase 1 	435	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0106	0.0736	0.3849	-0.17	-0.19	0.78	2007, 2009, 2011
STAC	ENST00000273183.3	SH3 and cysteine rich domain 	172	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0122	0.0841	0.4268	-0.17	-0.17	0.70	2009, 2011
EEPD1	ENST00000242108.4	endonuclease/exonuclease/phosphatase family domain containing 1 	39	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0055	0.0396	0.2366	-0.17	-0.17	0.69	2005, 2007, 2011
MET	ENST00000397752.3	met proto-oncogene 	1155	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0345	0.2165	0.8072	-0.17	-0.17	0.89	2011
SERTAD2	ENST00000313349.3	SERTA domain containing 2 	119	2	0	1	1	0	0	0	0	1	hsa-miR-128-3p	0.0122	0.0871	0.5226	-0.17	-0.18	0.72	2005, 2007, 2009, 2011
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	0	0	1	1	0	0	1	3	hsa-miR-128-3p	0.0197	0.1392	0.8056	-0.17	-0.17	0.77	2011
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0199	0.1397	0.7803	-0.17	-0.17	0.58	2007, 2011
MIER3	ENST00000381226.3	mesoderm induction early response 1, family member 3 	112	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	0.0167	0.1181	0.6754	-0.17	-0.19	0.84	2007, 2011
PALM2	ENST00000448454.2	paralemmin 2 	35	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0255	0.1783	0.9926	-0.17	-0.17	0.77	2007, 2009, 2011
IFFO2	ENST00000455833.2	intermediate filament family orphan 2 	139	1	0	1	0	2	1	1	0	2	hsa-miR-128-3p	0.0230	0.1594	0.8569	-0.17	-0.20	0.64	2011
VAV3	ENST00000370056.4	vav 3 guanine nucleotide exchange factor 	1128	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0090	0.0628	0.3358	-0.17	-0.17	0.77	2005, 2007, 2009, 2011
GABBR2	ENST00000259455.2	gamma-aminobutyric acid (GABA) B receptor, 2 	214	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0146	0.1012	0.5271	-0.17	-0.17	0.27	2007, 2009, 2011
