Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
PAK7	ENST00000378423.1	p21 protein (Cdc42/Rac)-activated kinase 7 	6	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
C7orf76	ENST00000356686.1	chromosome 7 open reading frame 76 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
AGTRAP	ENST00000376627.2	angiotensin II receptor-associated protein 	3213	2	0	0	2	1	hsa-miR-1292-5p				-0.15	-0.17	N/A
ZFYVE1	ENST00000318876.5	zinc finger, FYVE domain containing 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
C9orf62	ENST00000320778.2	chromosome 9 open reading frame 62 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
PRND	ENST00000305817.2	prion protein 2 (dublet) 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
MOB1B	ENST00000309395.2	MOB kinase activator 1B 	54	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
BCL2L2	ENST00000250405.5	BCL2-like 2 	1380	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
KIAA1551	ENST00000312561.4	KIAA1551 	15	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
PSMG4	ENST00000473000.2	proteasome (prosome, macropain) assembly chaperone 4 	1452	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
ZNF117	ENST00000282869.6	zinc finger protein 117 	21	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
ENAM	ENST00000396073.3	enamelin 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
LENG8	ENST00000326764.5	leukocyte receptor cluster (LRC) member 8 	244	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
GCNT4	ENST00000322348.4	glucosaminyl (N-acetyl) transferase 4, core 2 	19	2	0	0	2	0	hsa-miR-1292-5p				-0.15	-0.29	N/A
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.17	N/A
MC2R	ENST00000327606.3	melanocortin 2 receptor (adrenocorticotropic hormone) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
KRT5	ENST00000252242.4	keratin 5 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
DLX3	ENST00000434704.2	distal-less homeobox 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
MUC17	ENST00000306151.4	mucin 17, cell surface associated 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
IYD	ENST00000344419.3	iodotyrosine deiodinase 	5	2	0	0	2	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
PHF13	ENST00000377648.4	PHD finger protein 13 	1207	1	0	1	0	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
TXLNA	ENST00000373610.3	taxilin alpha 	564	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
UBIAD1	ENST00000376810.5	UbiA prenyltransferase domain containing 1 	303	2	0	0	2	1	hsa-miR-1292-5p				-0.15	-0.33	N/A
C1orf116	ENST00000359470.5	chromosome 1 open reading frame 116 	17	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
SLC5A8	ENST00000536262.2	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
GABRE	ENST00000370325.1	gamma-aminobutyric acid (GABA) A receptor, epsilon 	6	1	0	1	0	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
OTOG	ENST00000399397.1	otogelin 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
CHST3	ENST00000373115.4	carbohydrate (chondroitin 6) sulfotransferase 3 	217	1	0	0	1	2	hsa-miR-1292-5p				-0.15	-0.15	N/A
DEGS2	ENST00000305631.5	delta(4)-desaturase, sphingolipid 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
NARFL	ENST00000251588.2	nuclear prelamin A recognition factor-like 	63	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
GCSAM	ENST00000308910.4	germinal center-associated, signaling and motility 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
FAM155A	ENST00000375915.2	family with sequence similarity 155, member A 	118	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
GATS	ENST00000436886.2	GATS, stromal antigen 3 opposite strand 	86	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
TVP23C-CDRT4	ENST00000522212.2	TVP23C-CDRT4 readthrough 	109	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
FRAS1	ENST00000264895.6	Fraser syndrome 1 	709	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
PPM1H	ENST00000228705.6	protein phosphatase, Mg2+/Mn2+ dependent, 1H 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
LHFPL3	ENST00000535008.1	lipoma HMGIC fusion partner-like 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
ARHGEF18	ENST00000319670.9	Rho/Rac guanine nucleotide exchange factor (GEF) 18 	2596	2	0	1	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
PDZRN3	ENST00000263666.4	PDZ domain containing ring finger 3 	146	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
NTSR1	ENST00000370501.3	neurotensin receptor 1 (high affinity) 	37	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
PRRX1	ENST00000367760.3	paired related homeobox 1 	57	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.17	N/A
POU2AF1	ENST00000393067.3	POU class 2 associating factor 1 	19	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
FAM180B	ENST00000356737.2	family with sequence similarity 180, member B 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
BTN3A3	ENST00000244519.2	butyrophilin, subfamily 3, member A3 	16	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
PNMAL2	ENST00000599531.1	paraneoplastic Ma antigen family-like 2 	10	1	0	1	0	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
DHRSX	ENST00000334651.5	dehydrogenase/reductase (SDR family) X-linked 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
GJA5	ENST00000271348.2	gap junction protein, alpha 5, 40kDa 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
CASC3	ENST00000264645.7	cancer susceptibility candidate 3 	493	1	0	0	1	1	hsa-miR-1292-5p				-0.15	-0.15	N/A
PADI2	ENST00000375486.4	peptidyl arginine deiminase, type II 	11	2	1	0	1	0	hsa-miR-1292-5p				-0.15	-0.35	N/A
SLC10A7	ENST00000264986.3	solute carrier family 10, member 7 	77	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.18	N/A
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.17	N/A
NUMB	ENST00000554546.1	numb homolog (Drosophila) 	2707	1	0	0	1	0	hsa-miR-1292-5p				-0.15	-0.15	N/A
MGAT5	ENST00000409645.1	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase 	1627	1	0	0	1	2	hsa-miR-1292-5p				-0.15	-0.15	N/A
FOXJ2	ENST00000162391.3	forkhead box J2 	9	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
GDAP2	ENST00000369443.5	ganglioside induced differentiation associated protein 2 	656	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
MLLT4	ENST00000400822.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 	232	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
PCBD2	ENST00000512783.1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 	95	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SS18L1	ENST00000331758.3	synovial sarcoma translocation gene on chromosome 18-like 1 	274	1	0	0	1	2	hsa-miR-1292-5p				-0.14	-0.18	N/A
BFAR	ENST00000261658.2	bifunctional apoptosis regulator 	376	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.17	N/A
TMX3	ENST00000299608.2	thioredoxin-related transmembrane protein 3 	348	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.17	N/A
C21orf49	ENST00000382375.4	chromosome 21 open reading frame 49 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
FAM110C	ENST00000327669.4	family with sequence similarity 110, member C 	29	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
VAT1	ENST00000355653.3	vesicle amine transport 1 	2844	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
REEP2	ENST00000254901.5	receptor accessory protein 2 	606	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
TMCC1	ENST00000432054.2	transmembrane and coiled-coil domain family 1 	97	1	0	0	1	2	hsa-miR-1292-5p				-0.14	-0.17	N/A
RBM25	ENST00000261973.7	RNA binding motif protein 25 	1190	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.15	N/A
HLA-DQA1	ENST00000343139.5	major histocompatibility complex, class II, DQ alpha 1 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.21	N/A
TADA1	ENST00000367874.4	transcriptional adaptor 1 	160	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
THAP9	ENST00000302236.5	THAP domain containing 9 	37	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.18	N/A
ITGA7	ENST00000257880.7	integrin, alpha 7 	100	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	2	0	1	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
IGDCC3	ENST00000327987.4	immunoglobulin superfamily, DCC subclass, member 3 	464	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SP6	ENST00000342234.2	Sp6 transcription factor 	5	2	0	0	2	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
ITGA11	ENST00000423218.2	integrin, alpha 11 	390	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
PHF16	ENST00000397189.1	PHD finger protein 16 	95	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SRGAP2	ENST00000414007.1	SLIT-ROBO Rho GTPase activating protein 2 	98	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.16	N/A
NKAP	ENST00000371410.3	NFKB activating protein 	422	2	0	0	2	0	hsa-miR-1292-5p				-0.14	-0.28	N/A
FOXB1	ENST00000396057.4	forkhead box B1 	31	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.17	N/A
ASB2	ENST00000555019.1	ankyrin repeat and SOCS box containing 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
XKR9	ENST00000408926.3	XK, Kell blood group complex subunit-related family, member 9 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
PRF1	ENST00000373209.2	perforin 1 (pore forming protein) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
UBE2G2	ENST00000345496.2	ubiquitin-conjugating enzyme E2G 2 	681	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
FGF11	ENST00000293829.4	fibroblast growth factor 11 	10	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
FCRL5	ENST00000361835.3	Fc receptor-like 5 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
METRNL	ENST00000320095.7	meteorin, glial cell differentiation regulator-like 	353	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.31	N/A
ATPAF1	ENST00000576409.1	ATP synthase mitochondrial F1 complex assembly factor 1 	1637	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.16	N/A
TRIM44	ENST00000299413.5	tripartite motif containing 44 	4203	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	2	1	0	1	0	hsa-miR-1292-5p				-0.14	-0.38	N/A
CYBRD1	ENST00000375252.3	cytochrome b reductase 1 	4467	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.15	N/A
CALCOCO1	ENST00000548263.1	calcium binding and coiled-coil domain 1 	68	1	0	1	0	2	hsa-miR-1292-5p				-0.14	-0.27	N/A
RNF111	ENST00000348370.4	ring finger protein 111 	395	2	0	1	1	0	hsa-miR-1292-5p				-0.14	-0.23	N/A
EVA1A	ENST00000393913.3	eva-1 homolog A (C. elegans) 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.21	N/A
YEATS2	ENST00000305135.5	YEATS domain containing 2 	499	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
GRK7	ENST00000264952.2	G protein-coupled receptor kinase 7 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
CAV3	ENST00000343849.2	caveolin 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
ZNF25	ENST00000302609.7	zinc finger protein 25 	11	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SLAMF1	ENST00000302035.6	signaling lymphocytic activation molecule family member 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
MADD	ENST00000406482.1	MAP-kinase activating death domain 	282	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
CACFD1	ENST00000291722.7	calcium channel flower domain containing 1 	1315	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
ST6GALNAC3	ENST00000328299.3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 	41	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
TRIM25	ENST00000316881.4	tripartite motif containing 25 	247	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
KHDRBS1	ENST00000327300.7	KH domain containing, RNA binding, signal transduction associated 1 	266	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.21	N/A
MAFG	ENST00000357736.4	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G 	5	1	0	1	0	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
TMPPE	ENST00000416695.2	transmembrane protein with metallophosphoesterase domain 	22	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.16	N/A
TMEM214	ENST00000238788.9	transmembrane protein 214 	1344	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
ING5	ENST00000313552.6	inhibitor of growth family, member 5 	529	1	0	0	1	2	hsa-miR-1292-5p				-0.14	-0.19	N/A
ITGA4	ENST00000397033.2	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	29	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SLC25A40	ENST00000341119.5	solute carrier family 25, member 40 	405	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.17	N/A
KIAA1456	ENST00000524591.2	KIAA1456 	24	2	0	0	2	0	hsa-miR-1292-5p				-0.14	-0.17	N/A
AL009178.1	ENST00000597278.1	Uncharacterized protein; cDNA FLJ43200 fis, clone FEBRA2007793  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
TMEM235	ENST00000586400.1	transmembrane protein 235 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
RBP3	ENST00000224600.4	retinol binding protein 3, interstitial 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SYNPO	ENST00000307662.4	synaptopodin 	311	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
PHF6	ENST00000332070.3	PHD finger protein 6 	630	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
UBR2	ENST00000372883.3	ubiquitin protein ligase E3 component n-recognin 2 	728	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
FGD4	ENST00000427716.2	FYVE, RhoGEF and PH domain containing 4 	38	1	0	1	0	1	hsa-miR-1292-5p				-0.14	-0.18	N/A
COX19	ENST00000344111.3	cytochrome c oxidase assembly homolog 19 (S. cerevisiae) 	734	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
RAD23A	ENST00000586534.1	RAD23 homolog A (S. cerevisiae) 	58	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.15	N/A
TMEM159	ENST00000572258.1	transmembrane protein 159 	159	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
P2RX6	ENST00000402329.3	purinergic receptor P2X, ligand-gated ion channel, 6 	10	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
DDO	ENST00000368924.3	D-aspartate oxidase 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
LARS2	ENST00000415258.1	leucyl-tRNA synthetase 2, mitochondrial 	316	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
DRD1	ENST00000393752.2	dopamine receptor D1 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
JMY	ENST00000396137.4	junction mediating and regulatory protein, p53 cofactor 	10	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
RP11-385D13.1	ENST00000455584.2	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
TCAP	ENST00000309889.2	titin-cap 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
NSUN7	ENST00000316607.5	NOP2/Sun domain family, member 7 	9	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
PINK1	ENST00000321556.4	PTEN induced putative kinase 1 	2303	1	1	0	0	0	hsa-miR-1292-5p				-0.14	-0.36	N/A
METTL8	ENST00000375258.4	methyltransferase like 8 	124	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.16	N/A
MYCBP	ENST00000397572.2	MYC binding protein 	85	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.16	N/A
CD2BP2	ENST00000305596.3	CD2 (cytoplasmic tail) binding protein 2 	222	1	1	0	0	0	hsa-miR-1292-5p				-0.14	-0.33	N/A
KLHL24	ENST00000454652.2	kelch-like family member 24 	143	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
PER2	ENST00000254658.3	period circadian clock 2 	106	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
EDN3	ENST00000311585.7	endothelin 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
LIPH	ENST00000296252.4	lipase, member H 	18	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SLC19A2	ENST00000236137.5	solute carrier family 19 (thiamine transporter), member 2 	229	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
ZSWIM5	ENST00000359600.5	zinc finger, SWIM-type containing 5 	31	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.20	N/A
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	1	0	1	0	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.17	N/A
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.20	N/A
C10orf71	ENST00000323868.4	chromosome 10 open reading frame 71 	5	2	0	0	2	0	hsa-miR-1292-5p				-0.14	-0.17	N/A
RXRB	ENST00000374685.4	retinoid X receptor, beta 	46	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
WDR45B	ENST00000392325.4	WD repeat domain 45B 	962	1	0	0	1	1	hsa-miR-1292-5p				-0.14	-0.14	N/A
L3MBTL2	ENST00000216237.5	l(3)mbt-like 2 (Drosophila) 	1085	1	0	0	1	2	hsa-miR-1292-5p				-0.14	-0.21	N/A
SLC38A5	ENST00000376876.3	solute carrier family 38, member 5 	27	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
SORCS2	ENST00000507866.2	sortilin-related VPS10 domain containing receptor 2 	85	1	0	1	0	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
TREML2	ENST00000483722.1	triggering receptor expressed on myeloid cells-like 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
C17orf74	ENST00000574034.1	chromosome 17 open reading frame 74 	8	1	0	0	1	0	hsa-miR-1292-5p				-0.14	-0.14	N/A
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	2	0	1	1	2	hsa-miR-1292-5p				-0.13	-0.17	N/A
PLA2G15	ENST00000566188.1	phospholipase A2, group XV 	2670	2	0	0	2	0	hsa-miR-1292-5p				-0.13	-0.14	N/A
SLC2A13	ENST00000280871.4	solute carrier family 2 (facilitated glucose transporter), member 13 	47	2	0	0	2	1	hsa-miR-1292-5p				-0.13	-0.17	N/A
ALDH1A3	ENST00000329841.5	aldehyde dehydrogenase 1 family, member A3 	8	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
CCDC88C	ENST00000389857.6	coiled-coil domain containing 88C 	42	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
PROM1	ENST00000447510.2	prominin 1 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
ERBB2	ENST00000584450.1	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 	511	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.14	N/A
CAMK4	ENST00000282356.4	calcium/calmodulin-dependent protein kinase IV 	73	1	0	0	1	1	hsa-miR-1292-5p				-0.13	-0.15	N/A
ACTR1A	ENST00000487599.1	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) 	190	2	0	0	2	0	hsa-miR-1292-5p				-0.13	-0.21	N/A
KIAA0040	ENST00000423313.1	KIAA0040 	15	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
DLG5	ENST00000372391.2	discs, large homolog 5 (Drosophila) 	10	1	0	1	0	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
C9orf72	ENST00000380003.3	chromosome 9 open reading frame 72 	25	1	0	1	0	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
KIAA1161	ENST00000297625.7	KIAA1161 	18	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
MBP	ENST00000397863.1	myelin basic protein 	96	1	0	0	1	1	hsa-miR-1292-5p				-0.13	-0.16	N/A
MIA2	ENST00000280082.3	melanoma inhibitory activity 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
HHAT	ENST00000413764.2	hedgehog acyltransferase 	583	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
BEND4	ENST00000504360.1	BEN domain containing 4 	187	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
MTOR	ENST00000376838.1	mechanistic target of rapamycin (serine/threonine kinase) 	653	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
ZNF429	ENST00000358491.4	zinc finger protein 429 	23	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.16	N/A
EMILIN3	ENST00000332312.3	elastin microfibril interfacer 3 	12	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
MAU2	ENST00000262815.8	MAU2 sister chromatid cohesion factor 	5234	1	1	0	0	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
ARHGAP30	ENST00000368016.3	Rho GTPase activating protein 30 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
CDK15	ENST00000450471.2	cyclin-dependent kinase 15 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
ZNF716	ENST00000420713.1	zinc finger protein 716 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	2	1	0	1	0	hsa-miR-1292-5p				-0.13	-0.34	N/A
ARF1	ENST00000540651.1	ADP-ribosylation factor 1 	235	1	0	0	1	1	hsa-miR-1292-5p				-0.13	-0.14	N/A
ZNF772	ENST00000425074.3	zinc finger protein 772 	22	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.17	N/A
ZBTB34	ENST00000319119.4	zinc finger and BTB domain containing 34 	726	2	0	0	2	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
KIF1C	ENST00000320785.5	kinesin family member 1C 	149	1	0	0	1	1	hsa-miR-1292-5p				-0.13	-0.23	N/A
SORCS3	ENST00000369701.3	sortilin-related VPS10 domain containing receptor 3 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.13	-0.13	N/A
SLC46A1	ENST00000440501.1	solute carrier family 46 (folate transporter), member 1 	580	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
LARP1	ENST00000336314.4	La ribonucleoprotein domain family, member 1 	4979	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
CDK3	ENST00000425876.2	cyclin-dependent kinase 3 	109	1	0	1	0	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
UBTD2	ENST00000393792.2	ubiquitin domain containing 2 	297	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.17	N/A
TBX20	ENST00000408931.3	T-box 20 	0	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
CORO1B	ENST00000393893.1	coronin, actin binding protein, 1B 	58	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
FOS	ENST00000303562.4	FBJ murine osteosarcoma viral oncogene homolog 	3716	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
FRMD8	ENST00000317568.5	FERM domain containing 8 	1094	1	0	1	0	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
MYOG	ENST00000241651.4	myogenin (myogenic factor 4) 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.13	-0.13	N/A
POU6F1	ENST00000389243.4	POU class 6 homeobox 1 	135	2	0	0	2	1	hsa-miR-1292-5p				-0.13	-0.24	N/A
